is_canceled,country,market_segment,deposit_type,total_of_special_requests,reservation_status_month,arrival_date_month,lead_time
1,51,6,0,1,12,2,8
1,135,6,0,1,12,2,228
1,56,6,0,0,6,2,212
1,59,6,0,3,12,2,17
1,81,6,0,2,12,2,35
1,59,6,0,0,12,2,19
1,25,6,0,0,11,2,45
1,34,6,0,1,11,2,64
1,25,6,0,0,12,2,45
1,51,6,0,0,12,2,6
1,19,6,0,0,12,2,12
1,135,6,0,1,12,2,16
1,135,3,0,0,12,2,18
1,51,6,0,2,12,2,18
1,19,6,0,1,12,2,126
1,135,5,0,1,11,2,79
1,135,3,0,0,12,2,18
1,135,6,0,0,12,2,11
1,135,3,0,0,12,2,18
1,135,3,0,0,12,2,24
1,100,6,0,1,8,2,151
1,81,6,0,1,5,2,311
1,135,5,0,1,11,2,79
1,56,5,0,0,12,2,207
1,134,6,0,2,12,2,18
1,59,6,0,2,12,2,18
1,81,6,0,1,11,2,286
1,135,5,0,0,12,2,74
1,29,6,0,1,9,2,226
1,56,5,0,0,12,2,207
1,81,6,0,0,9,2,244
1,25,6,0,0,6,2,207
1,25,6,0,0,12,2,40
1,81,6,0,0,12,2,17
1,30,6,0,1,12,2,220
1,43,6,0,2,12,2,250
1,30,6,0,1,12,2,220
1,43,6,0,0,8,2,203
1,140,6,0,0,7,2,255
1,81,6,0,0,9,2,254
1,154,6,0,0,9,2,159
1,51,6,0,2,12,2,18
1,135,6,0,1,9,2,215
1,43,6,0,0,6,2,322
1,30,6,0,1,12,2,220
1,100,6,0,2,12,2,10
1,25,6,0,0,6,2,292
1,140,6,0,0,3,2,283
1,43,6,0,0,10,2,260
1,135,3,0,0,12,2,2
1,56,6,0,0,7,2,238
1,25,6,0,0,7,2,267
1,25,6,0,0,7,2,204
1,59,6,0,0,5,2,269
1,56,6,0,2,12,2,18
1,25,6,0,0,2,2,331
1,81,6,0,0,7,2,238
1,139,6,0,0,3,2,280
1,81,6,0,0,11,2,40
1,81,6,0,2,12,2,18
1,22,6,0,0,12,2,19
1,81,6,0,1,9,2,240
1,22,6,0,0,12,2,19
1,29,6,0,1,9,2,226
1,140,6,0,0,8,2,251
1,135,6,0,2,12,4,26
1,91,6,0,1,10,4,70
1,140,6,0,3,11,4,187
1,135,4,0,0,12,4,46
1,135,4,0,0,11,4,46
1,140,6,0,2,12,4,82
1,140,6,0,0,11,4,42
1,81,6,0,0,12,4,12
1,51,6,0,0,12,4,26
1,81,6,0,2,10,4,101
1,81,6,0,1,11,4,67
1,51,6,0,0,12,4,3
1,51,6,0,2,12,4,12
1,81,6,0,0,12,4,9
1,29,6,0,1,12,4,252
1,56,6,0,0,5,4,260
1,123,6,0,1,10,4,142
1,135,6,0,1,10,4,74
1,25,6,0,2,7,4,189
1,31,6,0,0,12,4,37
1,81,6,0,0,12,4,39
1,59,6,0,1,11,4,123
1,145,6,0,2,11,4,49
1,145,6,0,2,11,4,49
1,145,6,0,2,11,4,49
1,59,6,0,1,11,4,124
1,51,6,0,0,12,4,60
1,73,6,0,0,12,4,11
1,51,6,0,1,12,4,93
1,51,6,0,2,12,4,71
1,51,3,0,2,12,4,29
1,73,6,0,0,12,4,11
1,51,6,0,1,11,4,47
1,135,4,0,0,12,4,5
1,81,6,0,2,12,4,50
1,43,6,0,0,10,4,78
1,51,6,0,0,10,4,77
1,81,6,0,0,1,4,306
1,81,6,0,1,12,4,77
1,91,6,0,2,12,4,21
1,81,6,0,0,11,4,39
1,43,6,0,2,12,4,38
1,51,6,0,0,1,4,4
1,81,6,0,0,12,4,15
1,77,6,0,1,12,4,33
1,140,6,0,2,11,4,111
1,51,6,0,2,11,4,49
1,140,6,0,2,11,4,203
1,81,6,0,0,1,4,306
1,81,6,0,3,1,4,138
1,51,6,0,0,12,4,6
1,140,6,0,1,6,4,268
1,43,6,0,3,9,4,113
1,140,6,0,1,6,4,268
1,51,6,0,0,2,4,335
1,51,6,0,1,2,4,335
1,25,6,0,0,6,4,204
1,140,6,0,2,11,4,231
1,135,6,0,0,12,4,15
1,135,6,0,1,10,4,75
1,140,6,0,0,7,4,210
1,51,6,0,1,2,4,335
1,81,6,0,1,12,4,32
1,59,6,0,2,12,4,177
1,31,6,0,1,12,4,29
1,31,6,0,1,12,4,50
1,81,6,0,1,12,4,27
1,31,6,0,2,12,4,54
1,51,6,0,0,1,4,2
1,31,6,0,1,12,4,50
1,81,6,0,0,7,4,221
1,91,6,0,1,12,4,22
1,31,6,0,2,12,4,54
1,81,6,0,1,12,4,20
1,31,6,0,0,12,4,43
1,135,6,0,0,11,4,40
1,123,6,0,1,12,4,9
1,51,6,0,1,10,4,133
1,56,6,0,1,12,4,15
1,139,6,0,1,9,4,124
1,139,6,0,2,11,4,64
1,81,6,0,1,12,4,20
1,81,6,0,0,10,4,93
1,81,6,0,1,12,4,70
1,47,6,0,0,7,4,226
1,133,6,0,1,9,4,139
1,154,6,0,1,10,4,100
1,51,6,0,2,1,4,12
1,51,3,0,1,12,4,36
1,140,6,0,2,12,4,16
1,140,6,0,1,12,4,128
1,1,6,0,0,12,4,46
1,1,6,0,0,12,4,46
1,56,6,0,3,11,4,76
1,25,6,0,1,12,4,328
1,169,6,0,3,12,4,28
1,81,6,0,1,11,4,78
1,31,6,0,0,12,4,36
1,25,6,0,0,11,4,45
1,25,6,0,0,11,4,45
1,25,6,0,1,11,4,108
1,81,6,0,0,12,4,20
1,25,6,0,2,12,4,86
1,135,6,0,1,1,4,33
1,51,6,0,0,11,4,44
1,135,6,0,1,10,4,73
1,59,6,0,0,5,4,250
1,81,6,0,1,10,4,94
1,51,6,0,1,12,4,23
1,154,6,0,0,12,4,9
1,135,6,0,1,10,4,73
1,169,6,0,0,11,4,195
1,81,6,0,0,10,4,78
1,128,6,0,0,12,4,40
1,140,6,0,1,12,4,113
1,76,6,0,1,10,4,108
1,25,6,0,1,11,4,218
1,25,6,0,0,8,4,130
1,81,6,0,1,12,4,11
1,135,4,1,0,10,4,545
1,135,4,1,0,10,4,545
1,123,6,0,0,12,4,41
1,81,6,0,0,11,4,65
1,81,6,0,0,11,4,65
1,31,6,0,1,12,4,17
1,135,6,0,0,12,4,28
1,56,6,0,1,12,4,15
1,43,6,0,0,12,4,43
1,56,6,0,1,12,4,31
1,170,6,0,1,12,4,16
1,135,6,0,0,12,4,40
1,1,6,0,0,12,4,9
1,1,6,0,0,11,4,41
1,135,4,0,2,12,4,21
1,140,6,0,1,12,4,32
1,56,6,0,1,12,4,29
1,51,6,0,1,12,4,19
1,76,6,0,1,12,4,25
1,140,6,0,1,12,4,32
1,139,6,0,0,1,4,356
1,56,6,0,2,12,4,54
1,11,6,0,2,1,4,103
1,123,6,0,1,11,4,52
1,123,6,0,1,11,4,52
1,81,6,0,0,11,4,98
1,139,6,0,0,1,4,356
1,43,3,0,0,11,4,91
1,123,5,0,0,12,4,42
1,81,6,0,1,12,4,33
1,81,6,0,1,12,4,33
1,81,6,0,0,12,4,10
1,123,5,0,0,12,4,42
1,135,5,0,2,12,4,18
1,135,5,0,2,12,4,18
1,81,6,0,0,9,4,121
1,56,6,0,1,12,4,13
1,81,6,0,1,12,4,33
1,43,6,0,0,1,4,0
1,31,6,0,0,12,4,38
1,31,6,0,0,12,4,37
1,135,6,0,2,9,4,146
1,169,6,0,1,11,4,75
1,135,6,0,0,1,4,22
1,135,6,0,0,12,4,23
1,135,6,0,0,1,4,32
1,135,4,0,0,12,4,74
1,51,3,0,0,12,4,43
1,25,6,0,0,12,4,28
1,1,6,0,0,12,4,30
1,29,6,0,0,1,4,2
1,135,4,1,0,10,4,129
1,81,6,0,1,10,4,139
1,135,4,0,2,1,4,10
1,66,6,0,0,8,4,158
1,66,3,0,0,1,4,158
1,135,4,0,2,12,4,75
1,135,4,1,0,10,4,205
1,43,6,0,0,1,4,49
1,43,6,0,2,12,4,142
1,81,3,0,0,12,4,19
1,81,6,0,0,11,4,64
1,162,6,0,2,1,4,14
1,123,6,0,0,12,4,45
1,1,6,0,1,12,4,38
1,1,6,0,0,11,4,41
1,6,6,0,0,7,4,274
1,135,6,0,1,11,4,62
1,6,6,0,0,7,4,274
1,43,6,0,2,1,4,65
1,6,6,0,0,7,4,274
1,171,6,0,0,12,4,39
1,171,6,0,0,12,4,39
1,166,6,0,1,12,4,23
1,25,6,0,0,1,4,45
1,81,6,0,1,12,4,21
0,135,2,0,0,1,4,0
1,1,6,0,1,12,4,16
1,51,6,0,0,12,4,22
1,135,3,0,0,1,4,0
1,56,6,0,0,11,4,52
1,43,6,0,1,1,4,11
1,135,2,0,0,1,4,4
1,25,6,0,0,10,4,94
1,56,6,0,0,12,4,15
1,103,6,0,1,1,4,3
1,25,6,0,0,5,4,247
1,1,3,0,0,11,4,49
1,1,6,0,0,11,4,50
1,1,6,0,0,12,4,20
1,51,6,0,2,1,4,8
1,51,6,0,2,1,4,8
1,15,6,0,2,9,4,136
1,81,6,0,0,1,4,48
1,140,6,0,0,11,4,47
1,135,6,0,1,12,4,45
1,51,6,0,0,12,4,21
1,135,4,1,0,10,4,552
1,135,6,0,1,12,4,37
1,135,4,1,0,10,4,552
1,135,4,0,0,1,4,65
1,135,4,0,0,1,4,65
1,51,6,0,0,1,4,20
1,140,6,0,1,12,4,47
1,59,6,0,1,1,4,20
1,135,4,0,0,1,4,65
1,31,6,0,0,12,4,30
1,51,6,0,2,12,4,21
1,56,6,0,0,12,4,19
1,51,6,0,2,9,4,135
1,59,6,0,1,12,4,34
1,59,6,0,2,12,4,186
1,56,6,0,1,1,4,19
1,81,6,0,2,12,4,29
1,56,6,0,1,1,4,10
1,51,6,0,3,12,4,17
1,56,6,0,1,1,4,10
1,31,6,0,2,12,4,31
1,25,6,0,2,9,4,112
1,140,6,0,0,11,4,62
1,25,6,0,1,11,4,62
1,11,6,0,1,8,4,205
1,135,6,0,2,1,4,8
1,135,6,0,2,1,4,8
1,11,6,0,1,8,4,205
1,11,6,0,1,8,4,205
1,56,6,0,1,12,4,24
1,135,6,0,0,8,4,277
1,135,6,0,0,8,4,277
1,56,6,0,0,12,4,29
1,51,6,0,1,11,4,58
1,59,6,0,1,10,4,124
1,56,6,0,2,12,4,27
1,135,6,0,0,8,4,277
1,25,6,0,1,1,4,166
1,25,6,0,0,8,4,165
1,135,6,0,1,11,4,171
1,135,6,0,0,4,4,277
1,56,6,0,0,12,4,29
1,135,6,0,0,11,4,51
1,81,6,0,1,12,4,20
1,56,6,0,0,11,4,52
1,81,6,0,0,5,4,257
1,77,6,0,0,1,4,9
1,1,6,0,2,12,4,75
1,56,3,0,3,12,4,43
1,91,6,0,1,12,4,23
1,135,6,0,0,1,4,6
1,135,2,1,0,12,4,54
1,135,2,1,0,12,4,38
1,135,6,0,0,1,4,74
1,59,6,0,0,12,4,49
1,25,6,0,0,12,4,54
1,135,6,0,0,12,4,32
1,135,6,0,1,12,4,18
1,135,6,0,1,4,4,270
1,81,6,0,0,1,4,55
1,56,6,0,1,12,4,18
1,76,6,0,1,11,4,134
1,135,6,0,2,12,4,18
1,56,6,0,0,12,4,51
1,56,6,0,1,12,4,18
1,81,6,0,0,5,4,258
1,81,6,0,0,1,4,1
1,81,6,0,0,5,4,253
1,56,6,0,1,12,4,30
1,56,6,0,0,12,4,22
1,56,6,0,0,12,4,18
1,1,6,0,0,9,4,114
1,103,6,0,0,1,4,12
1,169,6,0,2,1,4,12
1,25,6,0,2,10,4,137
1,81,6,0,0,12,4,42
1,31,6,0,0,1,4,25
1,81,6,0,1,1,4,23
1,56,6,0,0,11,4,52
1,35,6,0,3,1,4,2
1,135,6,0,3,11,4,71
1,43,6,0,0,4,4,359
1,29,3,0,0,1,4,6
1,25,6,0,3,1,4,20
1,15,0,0,0,1,4,2
1,12,6,0,0,12,4,52
1,51,6,0,0,12,4,39
1,29,6,0,1,1,4,6
1,31,6,0,0,12,4,39
1,135,6,0,0,12,4,46
1,1,6,0,1,12,4,48
1,1,6,0,0,9,4,123
1,1,6,0,0,9,4,123
1,11,6,0,0,8,4,208
1,145,3,0,0,4,4,278
1,11,6,0,2,8,4,208
1,11,6,0,0,8,4,208
1,25,6,0,0,5,4,327
1,81,6,0,0,12,4,48
1,11,6,0,1,8,4,208
1,135,6,0,0,1,4,6
1,135,6,0,0,1,4,6
1,81,6,0,1,12,4,27
1,154,6,0,0,12,4,41
1,169,3,0,0,1,4,21
1,135,5,0,0,12,4,41
1,169,6,0,0,12,4,22
1,31,6,0,0,12,4,29
1,25,6,0,0,12,4,55
1,135,6,0,0,12,4,64
1,135,6,0,1,12,4,29
1,1,6,0,0,1,4,9
1,123,6,0,0,1,4,8
1,31,6,0,0,8,4,160
1,154,6,0,2,1,4,60
1,144,6,0,0,1,4,12
1,43,6,0,2,10,4,117
1,135,5,0,0,12,4,34
1,56,6,0,1,12,4,107
1,135,4,1,0,11,4,55
1,135,4,1,0,11,4,75
1,59,6,0,1,12,4,62
1,135,5,1,0,11,4,54
1,135,5,1,0,11,4,70
1,135,4,0,0,1,4,29
1,135,4,0,0,12,4,29
1,25,6,0,0,8,4,146
1,135,6,0,0,11,4,73
1,15,6,0,2,12,4,67
1,135,6,0,0,11,4,74
1,43,6,0,0,1,4,14
1,25,6,0,0,8,4,144
1,25,6,0,1,9,4,143
1,25,6,0,1,9,4,114
1,162,6,0,0,1,4,23
1,162,6,0,2,1,4,22
1,25,6,0,0,1,4,11
1,51,6,0,1,1,4,2
1,135,4,1,0,10,4,559
1,135,4,1,0,10,4,559
1,76,6,0,2,1,4,12
1,56,6,0,0,12,4,46
1,123,6,0,1,10,4,88
1,56,3,0,0,12,4,49
1,162,6,0,1,11,4,105
1,91,6,0,0,12,4,53
1,81,6,0,1,12,4,72
1,51,6,0,2,12,4,30
1,59,6,0,1,10,4,177
1,124,6,0,0,1,4,3
1,31,6,0,0,1,4,30
1,59,6,0,0,9,4,130
1,135,6,0,3,1,4,40
1,56,6,0,2,1,4,23
1,56,6,0,1,12,4,76
1,135,6,0,0,1,4,132
1,25,6,0,0,9,4,126
1,51,6,0,1,12,4,28
1,123,6,0,0,9,4,115
1,51,6,0,0,1,4,80
1,135,6,0,1,1,4,132
1,154,6,0,0,1,4,4
1,124,6,0,0,1,4,18
1,23,6,0,0,9,4,178
1,30,6,0,1,12,4,164
1,59,6,0,0,1,4,56
1,15,6,0,1,1,4,51
1,100,6,0,1,12,4,121
1,56,6,0,1,12,4,279
1,135,6,0,0,1,4,40
1,43,6,0,3,1,4,220
1,25,6,0,1,12,4,65
1,1,6,0,0,1,4,13
1,51,6,0,0,1,4,29
1,59,6,0,0,9,4,131
1,51,6,0,1,12,4,38
1,51,6,0,1,1,4,10
1,51,6,0,0,1,4,15
1,56,6,0,0,1,4,18
1,25,6,0,0,8,4,251
1,25,6,0,0,8,4,305
1,25,6,0,1,8,4,305
1,25,6,0,0,5,4,294
1,123,6,0,0,12,4,50
1,25,6,0,0,8,4,256
1,31,6,0,2,11,4,74
1,56,6,0,0,11,4,59
1,102,6,0,2,11,4,83
1,25,6,0,0,8,4,294
1,135,6,0,0,12,4,53
1,135,6,0,0,11,4,52
1,31,6,0,2,12,4,42
1,31,6,0,1,12,4,42
1,25,6,0,0,8,4,305
1,31,6,0,2,12,4,66
1,25,6,0,0,11,4,62
1,1,6,0,0,1,4,17
1,1,6,0,0,1,4,20
1,100,6,0,0,12,4,40
1,56,6,0,2,12,4,53
1,56,3,0,0,1,4,46
1,135,6,0,1,1,4,12
1,163,6,0,3,1,4,30
1,56,6,0,2,1,4,43
1,56,6,0,1,1,4,2
1,31,6,0,0,1,4,26
1,25,6,0,0,5,4,257
1,59,6,0,0,1,4,34
1,25,6,0,2,9,4,145
1,135,6,0,0,12,4,29
1,81,6,0,0,1,4,8
1,135,4,1,0,11,4,59
1,59,6,0,0,6,4,244
1,31,6,0,0,12,4,28
1,135,4,1,0,11,4,81
1,56,6,0,0,12,4,56
1,31,6,0,0,12,4,48
1,174,6,0,3,9,4,139
1,25,6,0,0,8,4,159
1,31,6,0,0,9,4,120
1,135,6,0,0,1,4,26
1,135,5,0,0,12,4,26
1,56,6,0,1,1,4,12
1,43,6,0,0,1,4,16
1,6,6,0,1,12,4,284
1,15,6,0,2,1,4,29
1,25,3,0,0,11,4,78
1,25,6,0,2,1,4,9
1,25,6,0,0,12,4,62
1,1,6,0,0,1,4,12
1,1,6,0,1,1,4,7
1,81,6,0,0,1,4,43
1,135,6,0,2,12,4,31
1,31,6,0,0,10,4,101
1,43,6,0,1,10,4,100
1,1,6,0,1,1,4,27
1,135,6,0,1,12,4,76
1,31,6,0,0,12,4,53
1,139,6,0,1,8,4,168
1,135,3,0,0,1,4,14
1,81,6,0,2,1,4,20
1,145,6,0,0,12,4,65
1,25,6,0,2,12,4,113
1,1,6,0,1,1,4,13
1,1,6,0,1,1,4,13
1,135,4,1,0,11,4,61
1,31,6,0,2,9,4,130
1,135,4,0,0,1,4,78
1,135,4,1,0,11,4,83
1,86,6,0,1,1,4,8
1,169,6,0,0,12,4,69
1,56,6,0,0,1,4,8
1,25,6,0,3,10,4,154
1,162,6,0,2,1,4,28
1,31,6,0,0,12,4,66
1,31,6,0,0,1,4,37
1,135,6,0,0,1,4,16
1,135,4,1,0,10,4,566
1,31,6,0,0,12,4,43
1,135,4,1,0,10,4,566
1,59,6,0,1,12,4,41
1,56,6,0,2,1,4,120
1,135,6,0,1,1,4,15
1,81,6,0,1,12,4,48
1,135,6,0,0,12,4,45
1,56,6,0,2,1,4,41
1,31,6,0,0,1,4,20
1,37,6,0,1,12,4,39
1,133,6,0,1,11,4,86
1,135,6,0,0,1,4,61
1,135,6,0,0,1,4,24
1,59,6,0,2,9,4,144
1,135,6,0,0,8,4,149
1,59,6,0,0,12,4,57
1,135,6,0,0,12,4,28
1,56,6,0,0,1,4,69
1,51,6,0,1,12,4,45
1,81,6,0,1,12,4,61
1,59,6,0,1,12,4,38
1,135,6,0,0,9,4,218
1,135,5,0,0,1,4,10
1,81,6,0,0,11,4,192
1,51,6,0,2,1,4,55
1,59,6,0,0,10,4,105
1,135,6,0,0,12,4,49
1,59,6,0,3,12,4,177
1,43,6,0,2,1,4,12
1,51,6,0,2,12,4,43
1,25,6,0,2,12,4,61
1,37,6,0,1,1,4,9
1,135,3,0,0,1,4,4
1,59,6,0,2,9,4,145
1,135,6,0,0,1,4,5
1,56,3,0,0,1,4,24
1,135,6,0,0,12,4,76
1,135,6,0,1,12,4,41
1,31,6,0,1,12,4,41
1,25,6,0,1,12,4,132
1,169,6,0,0,1,4,30
1,25,6,0,1,10,4,122
1,56,6,0,1,12,4,36
1,56,6,0,0,12,4,38
1,25,6,0,0,1,4,88
1,56,6,0,0,1,4,22
1,162,6,0,1,1,4,17
1,135,6,0,0,1,4,9
1,1,6,0,0,1,4,14
1,162,6,0,1,1,4,17
1,135,2,0,0,1,4,21
1,123,6,0,2,1,4,46
1,31,6,0,0,12,4,63
1,1,6,0,1,1,4,19
1,31,6,0,0,11,4,84
1,31,6,0,0,11,4,85
1,31,6,0,1,1,4,84
1,81,6,0,0,1,4,14
1,81,6,0,0,12,4,36
1,76,3,0,0,1,4,51
1,91,6,0,0,1,4,21
1,135,5,0,0,1,4,4
1,135,6,0,0,1,4,18
1,1,6,0,1,1,4,8
1,25,6,0,1,1,4,164
1,43,6,0,0,1,4,21
1,59,6,0,1,12,4,40
1,15,6,0,1,1,4,27
1,81,6,0,0,1,4,33
1,31,6,0,0,1,4,36
1,81,6,0,0,1,4,26
1,81,6,0,0,1,4,26
1,31,6,0,0,12,4,51
1,135,5,0,0,2,3,0
1,56,6,0,1,1,3,26
1,31,6,0,0,1,3,43
1,135,4,1,0,12,3,56
1,135,4,1,0,12,3,84
1,31,6,0,0,12,3,80
1,31,6,0,0,12,3,66
1,31,6,0,1,12,3,50
1,15,6,0,0,1,3,49
1,85,6,0,0,1,3,41
1,135,6,0,1,1,3,56
1,59,6,0,0,1,3,48
1,31,6,0,0,12,3,72
1,56,6,0,0,1,3,27
1,54,6,0,1,12,3,37
1,59,6,0,0,6,3,231
1,54,6,0,1,12,3,37
1,25,6,0,0,7,3,187
1,135,3,0,2,10,3,111
1,59,6,0,0,1,3,9
1,135,4,1,0,10,3,573
1,169,6,0,1,1,3,65
1,81,6,0,1,2,3,3
1,135,6,0,0,2,3,1
1,135,4,1,0,10,3,573
1,25,6,0,1,2,3,2
1,162,6,0,0,11,3,67
1,135,6,0,2,2,3,4
1,29,6,0,0,12,3,112
1,135,6,0,0,1,3,18
1,59,6,0,2,11,3,152
1,56,6,0,2,1,3,38
1,59,6,0,0,11,3,105
1,25,6,0,0,10,3,162
1,59,6,0,1,1,3,50
1,81,6,0,3,1,3,31
1,79,6,0,2,1,3,30
1,81,3,0,2,10,3,144
1,1,6,0,1,1,3,8
1,135,1,0,0,2,3,0
1,135,3,0,0,2,3,1
1,34,6,0,1,1,3,91
1,59,6,0,2,12,3,38
1,43,6,0,2,12,3,101
1,81,6,0,0,2,3,32
1,81,6,0,0,12,3,56
1,51,6,0,0,1,3,94
1,29,6,0,0,1,3,23
1,81,6,0,1,1,3,61
1,29,6,0,0,1,3,23
1,81,6,0,0,12,3,74
1,135,6,0,0,2,3,6
1,31,6,0,2,12,3,172
1,59,6,0,0,1,3,23
1,56,6,0,0,1,3,50
1,15,6,0,1,1,3,66
1,135,6,0,0,1,3,56
1,31,6,0,0,1,3,29
1,59,6,0,0,12,3,67
1,43,6,0,0,12,3,67
1,59,6,0,1,11,3,144
1,56,6,0,0,2,3,18
1,59,6,0,2,9,3,157
1,29,6,0,1,1,3,19
1,135,6,0,0,1,3,12
1,59,6,0,0,1,3,24
1,135,6,0,0,1,3,75
1,56,6,0,3,11,3,129
1,135,6,0,0,1,3,9
1,81,6,0,1,1,3,49
1,135,6,0,0,1,3,18
1,91,6,0,1,1,3,45
1,31,6,0,0,10,3,146
1,51,6,0,1,1,3,13
1,31,6,0,1,11,3,119
1,56,6,0,0,2,3,27
1,51,6,0,0,1,3,26
1,51,6,0,0,1,3,26
1,51,6,0,0,11,3,68
1,59,6,0,0,12,3,58
1,140,6,0,1,10,3,116
1,56,6,0,1,1,3,20
1,81,6,0,0,1,3,25
1,1,6,0,1,1,3,26
1,43,6,0,0,12,3,58
1,31,6,0,0,11,3,104
1,43,6,0,0,1,3,77
1,51,6,0,1,1,3,61
1,51,6,0,2,12,3,63
1,135,5,0,0,1,3,25
1,162,6,0,1,1,3,20
1,51,6,0,0,12,3,69
1,56,6,0,0,3,3,322
1,25,6,0,0,1,3,25
1,56,6,0,2,9,3,148
1,135,4,0,0,2,3,24
1,56,6,0,2,9,3,148
1,31,6,0,0,1,3,26
1,103,6,0,3,1,3,70
1,103,6,0,1,1,3,70
1,25,6,0,1,1,3,28
1,56,6,0,1,12,3,71
1,135,3,0,0,2,3,2
1,42,6,0,0,1,3,9
1,56,6,0,1,1,3,29
1,15,6,0,0,1,3,39
1,133,6,0,0,7,3,190
1,15,6,0,0,1,3,39
1,56,6,0,1,1,3,32
1,31,6,0,0,1,3,24
1,31,6,0,2,1,3,59
1,59,6,0,0,1,3,10
1,31,6,0,2,1,3,59
1,31,6,0,1,12,3,41
1,91,6,0,0,11,3,154
1,31,6,0,2,1,3,124
1,139,3,0,0,2,3,197
1,1,6,0,1,1,3,41
1,1,6,0,0,1,3,19
1,135,6,0,0,2,3,32
1,1,6,0,0,1,3,36
1,135,4,1,0,10,3,580
1,135,3,0,0,2,3,0
1,135,4,1,0,10,3,580
1,43,6,0,3,2,3,88
1,59,6,0,0,6,3,242
1,29,6,0,1,1,3,16
1,31,6,0,0,1,3,30
1,59,6,0,0,6,3,242
1,46,6,0,0,12,3,59
1,31,6,0,0,1,3,30
1,56,6,0,0,1,3,14
1,56,6,0,0,8,3,186
1,29,6,0,0,1,3,88
1,81,6,0,1,1,3,67
1,51,6,0,2,12,3,55
1,76,6,0,1,1,3,30
1,31,6,0,0,1,3,28
1,56,6,0,0,1,3,71
1,29,6,0,1,2,3,14
1,15,6,0,3,9,3,136
1,59,6,0,1,1,3,48
1,135,6,0,0,1,3,12
1,135,5,0,0,2,3,23
1,56,6,0,1,1,3,37
1,59,6,0,0,12,3,45
1,135,6,0,1,2,3,45
1,56,6,0,0,12,3,64
1,56,6,0,0,1,3,39
1,135,6,0,0,1,3,12
1,51,6,0,1,1,3,36
1,76,6,0,1,2,3,73
1,135,6,0,0,1,3,18
1,56,6,0,2,1,3,52
1,72,6,0,0,1,3,45
1,135,6,0,0,2,3,4
1,59,6,0,1,1,3,64
1,135,6,0,0,1,3,24
1,169,6,0,0,1,3,28
1,59,3,0,3,2,3,98
1,63,6,0,0,1,3,74
1,59,6,0,1,1,3,32
1,43,6,0,0,1,3,36
1,135,6,0,1,12,3,43
1,81,6,0,0,1,3,37
1,135,5,0,1,2,3,141
1,56,6,0,1,1,3,31
1,51,6,0,0,2,3,9
1,51,6,0,0,12,3,64
1,56,6,0,1,1,3,13
1,72,6,0,0,1,3,78
1,25,6,0,0,1,3,46
1,25,6,0,0,12,3,52
1,43,6,0,1,1,3,35
1,59,6,0,0,1,3,34
1,56,6,0,0,1,3,31
1,56,6,0,0,1,3,13
1,56,6,0,0,1,3,13
1,56,6,0,0,1,3,13
1,59,6,0,3,2,3,13
1,31,6,0,0,1,3,23
1,59,6,0,1,2,3,35
1,1,6,0,0,2,3,10
1,135,6,0,0,1,3,38
1,31,6,0,1,1,3,24
1,15,6,0,1,12,3,56
1,51,6,0,0,2,3,15
1,6,6,0,0,10,3,139
1,56,6,0,2,1,3,55
1,15,6,0,0,1,3,58
1,56,3,0,0,12,3,46
1,56,6,0,1,9,3,180
1,29,6,0,0,1,3,19
1,56,6,0,2,1,3,57
1,29,6,0,0,1,3,18
1,59,6,0,2,1,3,33
1,29,6,0,0,1,3,18
1,29,6,0,0,1,3,18
1,56,6,0,0,1,3,37
1,56,6,0,0,2,3,13
1,135,6,0,0,2,3,9
1,135,6,0,0,2,3,9
1,59,6,0,1,12,3,102
1,81,6,0,2,1,3,198
1,46,6,0,0,2,3,9
1,102,6,0,0,2,3,9
1,135,4,1,0,12,3,67
1,135,4,1,0,12,3,88
1,140,6,0,0,2,3,15
1,59,6,0,1,1,3,50
1,51,6,0,0,1,3,17
1,56,6,0,0,1,3,18
1,51,6,0,0,1,3,78
1,59,6,0,0,1,3,19
1,59,6,0,0,1,3,39
1,42,6,0,0,8,3,190
1,59,6,0,0,2,3,15
1,56,6,0,1,12,3,70
1,56,6,0,1,1,3,38
1,51,6,0,0,1,3,28
1,56,6,0,1,1,3,62
1,135,6,0,0,1,3,19
1,100,6,0,0,11,3,91
1,51,6,0,1,11,3,93
1,56,6,0,1,1,3,32
1,56,6,0,1,1,3,32
1,162,6,0,1,1,3,173
1,25,6,0,0,1,3,32
1,56,6,0,2,1,3,21
1,43,6,0,0,1,3,37
1,46,6,0,0,10,3,126
1,135,3,0,2,2,3,12
1,135,6,0,1,1,3,72
1,135,6,0,2,1,3,17
1,43,6,0,0,12,3,63
1,29,6,0,1,1,3,62
1,59,6,0,1,1,3,34
1,25,6,0,0,1,3,84
1,59,6,0,3,12,3,74
1,59,6,0,0,11,3,80
1,43,6,0,0,12,3,61
1,43,6,0,0,1,3,60
1,135,6,0,0,11,3,84
1,59,6,0,0,12,3,64
1,133,6,0,0,12,3,49
1,56,6,0,0,12,3,52
1,135,6,0,1,1,3,161
1,135,6,0,1,1,3,26
1,43,3,0,0,2,3,12
1,46,6,0,0,1,3,48
1,56,6,0,1,1,3,27
1,139,6,0,1,1,3,164
1,56,6,0,0,1,3,35
1,56,6,0,0,2,3,8
1,56,6,0,0,2,3,28
1,56,6,0,0,1,3,82
1,135,6,0,0,1,3,29
1,81,6,0,2,12,3,72
1,31,6,0,1,2,3,35
